meetering_point_id,obis_code,quantity_value-6060,quantity_qualifier-6063,start,end,status_category,status_reason,message_type,Sender,Receiver
50120962218,1-1:1.29.0,0.063,220,202411302300+00,202411302315+00,Z34,ZA4,TL,9905048000007,9985046000001
50120962218,1-1:1.29.0,0.007,220,202411302315+00,202411302330+00,Z34,ZA4,TL,9905048000007,9985046000001
50120962218,1-1:1.29.0,0.005,220,202411302330+00,202411302345+00,Z34,ZA4,TL,9905048000007,9985046000001
50120962218,1-1:1.29.0,0.013,220,202411302345+00,202412010000+00,Z34,ZA4,TL,9905048000007,9985046000001
50120962218,1-1:1.29.0,0.016,220,202412010000+00,202412010015+00,Z34,ZA4,TL,9905048000007,9985046000001
50120962218,1-1:1.29.0,0.024,220,202412010015+00,202412010030+00,Z34,ZA4,TL,9905048000007,9985046000001
50120962218,1-1:1.29.0,0.01,220,202412010030+00,202412010045+00,Z34,ZA4,TL,9905048000007,9985046000001
50120962218,1-1:1.29.0,0.011,67,202412010045+00,202412010100+00,Z40,ZB0,TL,9905048000007,9985046000001
50120962218,1-1:1.29.0,0.011,67,202412010100+00,202412010115+00,Z40,ZB0,TL,9905048000007,9985046000001
50120962218,1-1:1.29.0,0.011,67,202412010115+00,202412010130+00,Z40,ZB0,TL,9905048000007,9985046000001
50120962218,1-1:1.29.0,0.011,67,202412010130+00,202412010145+00,Z40,ZB0,TL,9905048000007,9985046000001
50120962218,1-1:1.29.0,0.004,220,202412010145+00,202412010200+00,Z34,ZA4,TL,9905048000007,9985046000001
50120962218,1-1:1.29.0,0.008,220,202412010200+00,202412010215+00,Z34,ZA4,TL,9905048000007,9985046000001
50120962218,1-1:1.29.0,0.149,220,202412010215+00,202412010230+00,Z34,ZA4,TL,9905048000007,9985046000001
50120962218,1-1:1.29.0,2.244,220,202412010230+00,202412010245+00,Z34,ZA4,TL,9905048000007,9985046000001
50120962218,1-1:1.29.0,3.615,220,202412010245+00,202412010300+00,Z34,ZA4,TL,9905048000007,9985046000001
50120962218,1-1:1.29.0,3.381,220,202412010300+00,202412010315+00,Z34,ZA4,TL,9905048000007,9985046000001
50120962218,1-1:1.29.0,1.929,220,202412010315+00,202412010330+00,Z34,ZA4,TL,9905048000007,9985046000001
50120962218,1-1:1.29.0,1.212,220,202412010330+00,202412010345+00,Z34,ZA4,TL,9905048000007,9985046000001
50120962218,1-1:1.29.0,0.686,220,202412010345+00,202412010400+00,Z34,ZA4,TL,9905048000007,9985046000001
