meetering_point_id,obis_code,quantity_value-6060,quantity_qualifier-6063,start,end,status_category,status_reason,message_type,Sender,Receiver
50120962218,1-1:1.29.0,1.339,220,202412262300+00,202412262315+00,Z34,ZA4,TL,9905048000007,9985046000001
50120962218,1-1:1.29.0,2.223,220,202412262315+00,202412262330+00,Z34,ZA4,TL,9905048000007,9985046000001
50120962218,1-1:1.29.0,1.683,220,202412262330+00,202412262345+00,Z34,ZA4,TL,9905048000007,9985046000001
50120962218,1-1:1.29.0,1.022,220,202412262345+00,202412270000+00,Z34,ZA4,TL,9905048000007,9985046000001
50120962218,1-1:1.29.0,0.96,220,202412270000+00,202412270015+00,Z34,ZA4,TL,9905048000007,9985046000001
50120962218,1-1:1.29.0,0.785,220,202412270015+00,202412270030+00,Z34,ZA4,TL,9905048000007,9985046000001
50120962218,1-1:1.29.0,0.769,220,202412270030+00,202412270045+00,Z34,ZA4,TL,9905048000007,9985046000001
50120962218,1-1:1.29.0,1.086,220,202412270045+00,202412270100+00,Z34,ZA4,TL,9905048000007,9985046000001
50120962218,1-1:1.29.0,1.145,220,202412270100+00,202412270115+00,Z34,ZA4,TL,9905048000007,9985046000001
50120962218,1-1:1.29.0,1.151,220,202412270115+00,202412270130+00,Z34,ZA4,TL,9905048000007,9985046000001
50120962218,1-1:1.29.0,1.157,220,202412270130+00,202412270145+00,Z34,ZA4,TL,9905048000007,9985046000001
50120962218,1-1:1.29.0,1.399,220,202412270145+00,202412270200+00,Z34,ZA4,TL,9905048000007,9985046000001
50120962218,1-1:1.29.0,1.539,220,202412270200+00,202412270215+00,Z34,ZA4,TL,9905048000007,9985046000001
50120962218,1-1:1.29.0,1.354,220,202412270215+00,202412270230+00,Z34,ZA4,TL,9905048000007,9985046000001
50120962218,1-1:1.29.0,2.172,220,202412270230+00,202412270245+00,Z34,ZA4,TL,9905048000007,9985046000001
50120962218,1-1:1.29.0,2.397,220,202412270245+00,202412270300+00,Z34,ZA4,TL,9905048000007,9985046000001
50120962218,1-1:1.29.0,1.697,220,202412270300+00,202412270315+00,Z34,ZA4,TL,9905048000007,9985046000001
50120962218,1-1:1.29.0,1.269,220,202412270315+00,202412270330+00,Z34,ZA4,TL,9905048000007,9985046000001
50120962218,1-1:1.29.0,0.781,220,202412270330+00,202412270345+00,Z34,ZA4,TL,9905048000007,9985046000001
50120962218,1-1:1.29.0,0.78,220,202412270345+00,202412270400+00,Z34,ZA4,TL,9905048000007,9985046000001
50120962218,1-1:1.29.0,0.244,220,202412270400+00,202412270415+00,Z34,ZA4,TL,9905048000007,9985046000001
50120962218,1-1:1.29.0,1.45,220,202412270415+00,202412270430+00,Z34,ZA4,TL,9905048000007,9985046000001
50120962218,1-1:1.29.0,1.688,220,202412270430+00,202412270445+00,Z34,ZA4,TL,9905048000007,9985046000001
50120962218,1-1:1.29.0,1.534,220,202412270445+00,202412270500+00,Z34,ZA4,TL,9905048000007,9985046000001
50120962218,1-1:1.29.0,2.918,220,202412270500+00,202412270515+00,Z34,ZA4,TL,9905048000007,9985046000001
50120962218,1-1:1.29.0,2.838,220,202412270515+00,202412270530+00,Z34,ZA4,TL,9905048000007,9985046000001
50120962218,1-1:1.29.0,1.315,220,202412270530+00,202412270545+00,Z34,ZA4,TL,9905048000007,9985046000001
50120962218,1-1:1.29.0,0.957,220,202412270545+00,202412270600+00,Z34,ZA4,TL,9905048000007,9985046000001
50120962218,1-1:1.29.0,0.595,220,202412270600+00,202412270615+00,Z34,ZA4,TL,9905048000007,9985046000001
50120962218,1-1:1.29.0,0.806,220,202412270615+00,202412270630+00,Z34,ZA4,TL,9905048000007,9985046000001
50120962218,1-1:1.29.0,2.318,220,202412270630+00,202412270645+00,Z34,ZA4,TL,9905048000007,9985046000001
50120962218,1-1:1.29.0,2.343,220,202412270645+00,202412270700+00,Z34,ZA4,TL,9905048000007,9985046000001
50120962218,1-1:1.29.0,2.324,220,202412270700+00,202412270715+00,Z34,ZA4,TL,9905048000007,9985046000001
50120962218,1-1:1.29.0,2.515,220,202412270715+00,202412270730+00,Z34,ZA4,TL,9905048000007,9985046000001
50120962218,1-1:1.29.0,1.542,220,202412270730+00,202412270745+00,Z34,ZA4,TL,9905048000007,9985046000001
50120962218,1-1:1.29.0,2.035,220,202412270745+00,202412270800+00,Z34,ZA4,TL,9905048000007,9985046000001
50120962218,1-1:1.29.0,5.611,220,202412270800+00,202412270815+00,Z34,ZA4,TL,9905048000007,9985046000001
50120962218,1-1:1.29.0,8.61,220,202412270815+00,202412270830+00,Z34,ZA4,TL,9905048000007,9985046000001
50120962218,1-1:1.29.0,7.611,220,202412270830+00,202412270845+00,Z34,ZA4,TL,9905048000007,9985046000001
50120962218,1-1:1.29.0,6.577,220,202412270845+00,202412270900+00,Z34,ZA4,TL,9905048000007,9985046000001
50120962218,1-1:1.29.0,7.873,220,202412270900+00,202412270915+00,Z34,ZA4,TL,9905048000007,9985046000001
50120962218,1-1:1.29.0,8.391,220,202412270915+00,202412270930+00,Z34,ZA4,TL,9905048000007,9985046000001
50120962218,1-1:1.29.0,8.2,220,202412270930+00,202412270945+00,Z34,ZA4,TL,9905048000007,9985046000001
50120962218,1-1:1.29.0,6.983,220,202412270945+00,202412271000+00,Z34,ZA4,TL,9905048000007,9985046000001
50120962218,1-1:1.29.0,5.715,220,202412271000+00,202412271015+00,Z34,ZA4,TL,9905048000007,9985046000001
50120962218,1-1:1.29.0,2.61,220,202412271015+00,202412271030+00,Z34,ZA4,TL,9905048000007,9985046000001
50120962218,1-1:1.29.0,1.565,220,202412271030+00,202412271045+00,Z34,ZA4,TL,9905048000007,9985046000001
50120962218,1-1:1.29.0,2.282,220,202412271045+00,202412271100+00,Z34,ZA4,TL,9905048000007,9985046000001
